# DocID	SntID	English_Source	MT_Output	Segment-level_minimal_PE	Document-level_full_PE
197937	10520	The third fire, the &quot;Crown Fire&quot;, broke out at around the same time as the Briggs Fire on the northern side of the 14 Freeway near Acton.	３回目の「クラウン・ファイアー」は、アクトン近くの１４の高速道路の北側のブリッグス・ファイアーとほぼ同時期に発生した。	３度目の「樹冠火」の火災は、アクトン近くの高速道路１４号の北側で起こったブリッグスの火災とほぼ同時刻に発生した。	３番目の「樹冠火」は、アクトン近くの高速道路１４号の北側で起こったブリッグスの火災とほぼ同時刻に発生した。
197937	10521	The Crown fire has so far burned 13,000 acres and has been heading north into Leona Valley and Palmdale.	クラウン・ファイアーはこれまでに１３，０００エーカーを燃やし、レオナ・バレーとＰａｌｍｄａｌｅに北に向かっている。	この樹冠火でこれまでに１３，０００エーカーが燃え、火は北のレオナ・バレーとパームデールに向かっている。	この樹冠火でこれまでに１３，０００エーカーが燃え、火は北のレオナ・バレーとパームデールに向かっている。
197937	10522	Over 800 firefighters are now tackling the Crown Fire on the ground, Boeing 747 and McDonnell Douglas DC-10 fixed-wing aircraft have taken to the skies to drop Phos-Chek slurry (a red powdery fire retardant that is a mixture of mostly water and fertilizer, and doesn&apos;t evaporate) on the fire, and modified Sikorsky UH-60 Black Hawk helicopters known as &quot;Firehawks&quot; are making water-drops.	８００人以上の消防士が現在地上でクラウン・ファイアーに取り組んでおり、ボーイング７４７とマクドネル・ダグラスＤＣ−１０固定翼航空機がホスチークのスラリー（主に水と肥料の混合物で、蒸発しない赤い粉状の消火剤）を火に落とし、「ファイアーホーク」として知られるシコルスキーＵＨ−６０ブラックホークのヘリコプターを改造して水滴を作っている。	８００人以上の消防士が現在地上で樹冠火に対処しており、ボーイング７４７とマクドネル・ダグラスＤＣ−１０固定翼航空機が空中から火事の地点にフォスチェック・スラリー（主に水と肥料を混合した、蒸発しない赤い粉状の消火剤）を散布し、「ファイアーホーク」として知られる改造されたシコルスキーＵＨ−６０ブラックホーク・ヘリコプターが水を散布している。	８００人以上の消防士が現在地上で樹冠火に対処しており、ボーイング７４７とマクドネル・ダグラスＤＣ−１０固定翼航空機が空中から火事の地点にフォスチェック・スラリー（主に水と肥料を混合した、蒸発しない赤い粉状の消火剤）を散布し、「ファイアーホーク」として知られる改造されたシコルスキーＵＨ−６０ブラックホーク・ヘリコプターが水を散布している。
197937	10523	As well as LACFD, firefighters from Los Angeles City Fire Department, California Department of Forestry and Fire Protection (Cal Fire) are also helping to battle the fire.	ＬＡＣＦと同様に、ロサンゼルス市消防局、カリフォルニア州森林防火局（カル・ファイアー）の消防士も火災と戦うのを助けている。	ＬＡＣＦＤと同様に、ロサンゼルス市消防局、カリフォルニア州森林防火局（カル・ファイアー）の消防士も消火活動を支援している。	ＬＡＣＦＤと同様に、ロサンゼルス市消防局、カリフォルニア州森林防火局（カル・ファイアー）の消防士も消火活動を支援している。
197937	10524	Weather conditions and topography have hindered their efforts, as temperatures rose to 98 degrees Fahrenheit today, with windspeeds of 25mph.	今日、気温が華氏９８度に上がり、風速が時速２５マイルになったため、気象状況と地形が彼らの努力を妨げた。	今日は気温が華氏９８度に上がり、風速が時速２５マイルになったため、気象状況と地形によって彼らの努力が妨げられた。	今日は気温が華氏９８度に上がり、風速が時速２５マイルになったため、気象状況と地形によって消防士の努力が妨げられた。
197937	10525	Tonight, the National Weather Service predicts winds will reach as high as 50mph.	今夜、国立気象局は、風速が時速５０マイルに達すると予測している。	今夜、アメリカ国立気象局は、風速が時速５０マイルに達すると予測している。	今夜、アメリカ国立気象局は、風速が時速５０マイルに達すると予測している。
197937	10526	The fire burned down a Los Angeles County Sheriff Department communications tower, forcing Lancaster and Palmdale-based deputies to set up mobile operations bases and coordinate their efforts using cell phones and computers.	その火事はロサンゼルス郡保安部の通信塔を焼失させ、ランカスターとパロドルに拠点を置く代理人に携帯電話とコンピュータを使ってモバイル作戦基地を設置し、彼らの取り組みを調整させた。	その火事でロサンゼルス郡保安部の通信塔が焼失し、ランカスターとパームデールに拠点を置く代理人が移動可能なオペレーション基地を設置し、携帯電話とコンピューターを使って作業を調整することを余儀なくされた。	今回の火事でロサンゼルス郡保安部の通信塔が焼失し、ランカスターとパームデールに拠点を置く保安官代理らが移動可能なオペレーション基地を設置し、携帯電話とコンピューターを使って作業を調整することを余儀なくされた。
197937	10527	Last night, the California Aqueduct acted as a barrier to the fire.	昨夜、カリフォルニア水路は火災に対するバリケードとして機能した。	昨夜、カリフォルニア水路は火災に対する障壁として機能した。	昨夜、カリフォルニア水路は火災に対する障壁として機能した。
197937	10528	Residents of Leona Valley, Lake Elizabeth, Ritter Ranch, Rancho Vista, Ana Verde and Palmdale received Reverse 911 telephone calls last night alerting them of mandatory evacuations.	レオナ・バレー、エリザベス湖、リッター・ランチ、ランチョ・ビスタ、アナ・ヴェルデ、パロドデールの住民は、昨夜、強制避難を警告するリバース９１１の電話を受けた。	レオナ・バレー、エリザベス湖、リッター・ランチ、ランチョ・ビスタ、アナ・ヴェルデ、パームデールの住民は、昨夜、強制避難を警告するリバース９１１の電話を受けた。	レオナ・バレー、エリザベス・レイク、リッター・ランチ、ランチョ・ビスタ、アナ・ヴェルデ、パームデールの住民は、昨夜、強制避難を警告するリバース９１１の電話を受けた。
197937	10529	Many of the evacuation orders were lifted this morning as the spread of the fire decreased.	今朝、火災の延焼が減少したため、避難指示の多くが解除された。	今朝、火災の延焼が弱まったため、避難指示の多くが解除された。	今朝、火災の延焼が弱まったため、避難指示の多くが解除された。
197937	10530	However, as winds picked up in the afternoon, fire embers were carried across the aqueduct and the fire is now heading towards a highly-populated area of Palmdale.	しかし、午後に風が吹いたため、火の噴出口が水路を横切って運ばれ、火事は現在、人口密度の高いパロドデールの地域に向かっている。	しかし、午後に風が強くなったため、火事の残り火が送水路を横切って運ばれ、火事は現在、人口密度の高いパームデールの地域に向かっている。	しかし、午後に風が強くなったため、火事の残り火がカリフォルニア水路を横切って運ばれ、火事は現在、パームデールの人口密度が高い地域に向かっている。
197937	10531	Residents who were allowed back into their homes were re-evacuated to Red Cross shelters set up in local schools and parks.	家に戻ることを許された居住者は、地元の学校と公園に設置された赤十字の避難所に再び避難した。	帰宅を許可された住民は、地元の学校と公園に設置された赤十字の避難所に再び避難した。	帰宅を許可された住民は、地元の学校と公園に設置された赤十字の避難所に再び避難した。
197937	10531-1	The fire is also threatening five high-voltage power lines that supply electricity to much of Southern California.	火事はまた、南カリフォルニアの大部分に電気を供給する５つの高圧送電線を脅かしている。	また、その火事は、南カリフォルニアの大部分に電気を供給する５つの高圧送電線を脅かしてもいる。	また、その火事は、南カリフォルニアの大部分に電気を供給する５つの高圧送電線も脅かしている。
197937	10532	21 customers in the immediate vicinity have been without power since yesterday.	近隣の２１人の顧客は昨日から停電している。	近隣の２１人の顧客は昨日から停電している。	近隣の２１人の顧客は昨日から電気がない状態だ。
197937	10533	At 5:00 pm, California Governor Arnold Schwarzenegger, police and fire officials held a press conference.	午後５時に、カリフォルニア州知事アーノルド・シュワルツェネッガー、警察と消防当局が記者会見を開いた。	午後５時に、カリフォルニア州知事アーノルド・シュワルツェネッガーと警察、消防当局が記者会見を開いた。	午後５時に、カリフォルニア州知事アーノルド・シュワルツェネッガーと警察、消防当局が記者会見を開いた。
197937	10534	The governor said that the fire was 20% contained and had burned 13,000 acres.	知事は、火事は２０％が鎮火され、１３，０００エーカーを燃やしたと言った。	知事は、火事は２０％鎮火され、１万３０００エーカーが燃焼したと話した。	知事は、火事は２０％消され、１万３０００エーカーが燃焼したと話した。
197937	10535	It is thought that the fire began when workers in Agua Dulce caused sparks by hammering the bolts when they were removing a tire from a rim.	火事は、アグア・ドルチェの労働者がリムからタイヤを取り外しているときにボルトを叩いて火花を起こしたときに起こったと考えられている。	その火事は、アグア・ドルチェの労働者がリムからタイヤを取り外しているときに、ボルトを叩いて火花が散ったことで発生したと考えられている。	今回の火事は、アグア・ドルチェの労働者がリムからタイヤを取り外しているときに、ボルトを叩いて火花が散ったことで発生したと考えられている。
204805	7029	BP released their report into the causes of the Deepwater Horizon disaster earlier this year on Wednesday, and shifted much of the blame for the explosion and subsequent oil spill in the Gulf of Mexico, the largest accidental marine oil spill in the history of the petroleum industry, onto , the company managing the rig.	ＢＰは、今年始めの水曜日にディープウォーター・ホライズンの惨事の原因について報告書を発表し、石油産業の歴史で最大の事故による海洋油流出であるメキシコ湾での爆発とその後の石油流出の責任の大部分を、掘削装置を管理している会社に移した。	ＢＰ社は水曜日、今年始めのディープウォーター・ホライズンの惨事の原因について報告書を発表し、石油業界史上最大の事故である、メキシコ湾での爆発とその後の海洋への石油流出の責任の大部分を、掘削装置を管理する会社に負わせた。	ＢＰ社は水曜日、今年始めのディープウォーター・ホライズンの惨事の原因について報告書を発表し、石油業界史上最大の事故である、メキシコ湾での爆発とその後の海洋への石油流出の責任の大部分を、掘削装置を管理する会社に負わせた。
204805	7030	The report concludes by stating that decisions made by &quot;multiple companies and work teams&quot; contributed to the accident which it says arose from &quot;a complex and interlinked series of mechanical failures, human judgments, engineering design, operational implementation and team interfaces.&quot;	報告書は、「複数の会社と作業チーム」によってなされる決定が、「複雑で相互に関連した一連の機械的な故障、人間の判断、工学的な設計、運用の実施、チームのインターフェース」から生じたと、事故に貢献したと述べることで締めくくっている。	報告書は、「複数の会社と作業チーム」によってなされた意志決定が、「一連の機械の故障、人間の判断、工学的設計、操作の実施、チームの連携が複雑に相互に関連して」生じたと言われる事故の原因であると締めくくっている。	報告書は、「複数の会社と作業チーム」によってなされた意志決定が、「一連の機械の故障、人間の判断、工学的設計、操作の実施、チームの連携が複雑に相互に関連して」生じたと言われる事故の原因であると締めくくっている。
204805	7031	The report, the product of a four-month investigation conducted by BP&apos;s Head of Safety Operations, Mark Bly, criticizes the oil rig&apos;s fire prevention systems, the crew of the rig for failing to realize and act upon evidence that oil was leaking from the surface of the ocean, and describes how BP and Transocean &quot;incorrectly accepted&quot; negative pressure test results.	ＢＰの安全作戦責任者であるマーク・ブリーによって行われた４か月間の調査の成果である報告書は、石油装置の防火システム、石油が海の表面から漏れている証拠を認識して行動しなかったこと、そしてＢＰとトランスオーシャンがどのようにして「誤って受け入れられた」のかを批判している。	ＢＰの安全作戦責任者であるマーク・ブライによって行われた４か月間の調査の成果である報告書では、石油掘削装置の防火システムについて、採掘装置担当者が石油が海面から漏れている形跡を認識せず行動しなかったことを批判し、ＢＰとトランスオーシャン社がどのようにして陰圧試験結果を「誤って受け入れた」のかを詳述している。	ＢＰ社の安全作戦責任者であるマーク・ブライによって行われた４カ月間の調査の成果である報告書では、石油掘削装置の防火システムについて、採掘装置担当者が石油が海面から漏れている形跡を認識せず行動しなかったことを批判し、ＢＰ社とトランスオーシャン社がどのようにして陰圧試験結果を「誤って受け入れた」のかを詳述している。
204805	7032	The document goes on to note that the blow-out preventer failed to operate, likely because critical components were not operational.	文書は続けて、おそらく重要な部品が作動していなかったために、爆発防止装置が作動しなかったことを指摘している。	文書ではさらに、おそらく重要な部品が作動していなかったために、爆発防止装置が作動しなかったことを指摘している。	文書ではさらに、おそらく重要な部品が作動していなかったために、爆発防止装置が作動しなかったことを指摘している。
204805	7033	Bob Dudley, who will become chief executive of BP, described the accident as &quot;tragic&quot;.	ＢＰの最高経営責任者になるボブ・ダドリーは、事故を「悲劇的」だと表現した。	ＢＰ社の最高経営責任者になるボブ・ダドリーは、事故を「悲劇的」だと表現した。	ＢＰ社の最高経営責任者になるボブ・ダドリーは、事故を「悲劇的」だと表現した。
204805	7034	He said, &quot;we have said from the beginning that the explosion on the Deepwater Horizon was a shared responsibility among many entities.&quot;	彼は、「私たちは最初から、ディープウォーター・ホライズンの爆発は多くの組織の間で共通の責任であると言った」と言った。	彼は、「私たちは最初から、ディープウォーター・ホライズンの爆発に関しては、多くの組織の間で責任を共有すべきだと主張していた」と言った。	彼は、「私たちは最初から、ディープウォーター・ホライズンの爆発に関しては、多くの組織の共有責任だと主張していた」と言った。
204805	7035	&quot;This report makes that conclusion even clearer, presenting a detailed analysis of the facts and recommendations for improvement both for BP and the other parties involved.&quot;	「この報告は、ＢＰと関与する他の関係者の両方のために、事実の詳細な分析と改善のための勧告を提示することで、その結論をより明確にする。」	「この報告書により、事実の詳細な分析と、ＢＰ社と関与する他の関係者に対して改善の勧告を提示することで、その結論がより明確になる。」	「この報告書により、事実の詳細な分析と、ＢＰ社と関与する他の関係者に対して改善の勧告を提示することで、その結論がより明確になる。」
204805	7036	&quot;We have accepted all the recommendations and are examining how best to implement them across our drilling operations worldwide.&quot;	「我々はすべての勧告を受け入れ、世界中の我々の採掘作業全体にわたってそれらをどのように最善の方法で実施するかを検討している。」	「われわれはすべての勧告を受け入れ、弊社の世界中の採掘作業全体にわたってそれらをどのように実装することが最適かについて調査を行っている。」	「われわれはすべての勧告を受け入れ、弊社の世界中の採掘作業全体にわたってそれらをどのように実装することが最適かについて調査を行っている。」
204805	7037	The report included 25 recommendations, according to a press release, &quot;designed to prevent a recurrence of such an accident.&quot;	報道発表によると、報告書は「そのような事故の再発を防ぐように設計された」２５の勧告を含んでいた。	報道発表によると、その報告書には「そのような事故の再発を防ぐための」２５の勧告が含まれていたということだ。	報道発表によると、その報告書には「そのような事故の再発を防ぐための」２５の勧告が含まれていたということだ。
204805	7038	The oil company has previously blamed Transocean and Halliburton, the well contractor, for the disaster and BP executives feel they have been unfairly blamed by US politicians for the disaster, and the report continues this view.	石油会社は以前、災害でトランスオーシャンと良い請負業者であるハリバートンを非難し、ＢＰ幹部は彼らがアメリカの政治家から災害で不当に非難されたと感じており、報告書はこの見解を続けている。	この石油会社は以前、油井請負業者であるトランスオーシャン社とハリバートン社を災害に関して非難し、ＢＰ社幹部はこの災害について米国の政治家から不当に非難されてきたと感じており、報告書はこの見解を続けている。	この石油会社は以前、油井請負業者であるトランスオーシャン社とハリバートン社を災害に関して非難し、ＢＰ社幹部はこの災害について米国の政治家から不当に非難されてきたと感じており、報告書はこの見解を続けている。
204805	7039	Tony Hayward, who was fired from the position of BP&apos;s chief executive following multiple public relations issues, squarely places the blame for the disaster on Halliburton.	複数の広報問題に続いてＢＰの最高経営責任者の地位から解雇されたトニー・ヘイワードは、ハリバートンの惨事の責任を正面から言っている。	複数の広報問題を受けてＢＰ社の最高経営責任者の地位から解雇されたトニー・ヘイワードは、その惨事についてハリバートン社を正面から非難している。	複数の広報問題を受けてＢＰ社の最高経営責任者の地位から解雇されたトニー・ヘイワードは、その惨事についてハリバートン社を正面から非難している。
204805	7040	&quot;To put it simply, there was a bad cement job,&quot; he said in a statement, also claiming that BP should not be the only company to take the blame for the explosion.	「簡単に言えば、悪いセメントの仕事があった」と彼は声明で述べ、ＢＰだけが爆発の責任を負うべき会社ではないと主張した。	「簡単に言えば、不適切なセメント作業があった」と彼は声明で述べ、ＢＰ社だけが爆発の責任を負うべき会社ではないと主張した。	「簡単に言えば、不適切なセメント作業があった」と彼は声明で述べ、ＢＰ社だけが爆発の責任を負うべき会社ではないと主張した。
204805	7041	&quot;It would appear unlikely that the well design contributed to the incident,&quot; he argues.	「井戸のデザインが事件に貢献したとは思えない」と彼は主張する。	「井戸の設計が事件の一因になったとは思えない」と彼は主張している。	「井戸の設計が事件の一因になったとは思えない」と彼は主張している。
204805	7042	The report blames the type of cement used by Halliburton, designed to prevent harmful hydrocarbons from reaching the seabed, as well as criticizing the crew of Deepwater Horizon, for failing to realize for forty minutes that oil had started to leak from the well, and once it was realized, the crew &quot;vented&quot; the hydrocarbons &quot;directly onto the rig&quot;.	報告は、有害な炭化水素が海底に到達するのを防ぐために設計されたハリバートンによって使用されたセメントのタイプと、ディープウォーター・ホライズンの乗組員を非難し、４０分間油井から油が漏れ始めたことを認識できず、一旦それが認識されると、乗組員は「その炭化水素を直接採掘した」として非難している。	報告書では、有害な炭化水素が海底に到達するのを防ぐための、ハリバートン社が使用したセメントのタイプを非難し、ディープウォーター・ホライズンの作業員について、油井から油が漏れ始めていたことを４０分間認識できず、それが認識された後は、作業員が掘削装置の上に炭化水素を直接放出したとして批判している。	報告書では、有害な炭化水素が海底に到達するのを防ぐための、ハリバートン社が使用したセメントのタイプを非難し、ディープウォーター・ホライズンの作業員について、油井から油が漏れ始めていたことを４０分間認識できず、それが認識された後は、作業員が掘削装置の上に炭化水素を直接放出したとして批判している。
204805	7043	Describing how the explosion, which killed eleven rig personnel, occurred, the report states that &quot;the heating, ventilation and air conditioning system probably transferred a gas-rich mixture into the engine rooms,&quot; where the hydrocarbons ignited and a fireball engulfed the rig.	１１人の掘削作業員を殺した爆発がどのように起こったか説明して、報告書は、「暖房、換気、空調システムはおそらく、炭化水素が発火し、火の玉が掘削装置を巻き込んだ、ガスに富んだ混合物をエンジン室に運んだ」と述べている。	報告書では、１１人の掘削作業員が死亡した爆発がどのように起こったか説明し、「おそらく暖房、換気、空調システムによりエンジン室にガス濃度の高い混合ガスが運ばれ、そこで炭化水素が発火し、火の手が掘削装置を飲み込んだものとみられる」と記述されている。	報告書では、１１人の掘削作業員が死亡した爆発がどのように起こったか説明し、「おそらく暖房、換気、空調システムによりエンジン室にガス濃度の高い混合ガスが運ばれ、そこで炭化水素が発火し、火の手が掘削装置を飲み込んだものとみられる」と記述されている。
204805	7044	But, the report states, the blowout preventer, the ultimate failsafe on the Deepwater Horizon failed, likely due to the fire on the rig.	しかし、報告は、爆発防止装置、ディープウォーター・ホライズンの最終的なフェイルセーフは、おそらく装置の火災のために失敗したと述べている。	しかし、その報告書には、ディープウォーター・ホライズンの最終的なフェイルセーフである爆発防止装置が、おそらく掘削装置の火災のために機能しなかったと記載されている。	しかし、その報告書には、ディープウォーター・ホライズンの最終的なフェイルセーフである爆発防止装置が、おそらく掘削装置の火災のために機能しなかったと記載されている。
204805	7045	An automated system was not operational because the batteries powering it, located in a control pod, had gone flat, and another control pod contained a faulty solenoid valve.	自動化されたシステムが作動しなかったのは、制御ポッドにあるバッテリーがフラットになり、別の制御ポッドが故障した電磁弁を含んでいたためである。	自動システムが作動しなかったのは、制御ポッドに取り付けられていた電源のバッテリーが切れ、別の制御ポッドのソレノイド値が不良だったためである。	自動システムが作動しなかったのは、制御ポッドに取り付けられていた電源のバッテリーが切れ、別の制御ポッドのソレノイド値が不良だったためである。
204805	7046	The report was likely, however, written with the company&apos;s legal liability for the disaster in a prominent position, since they are facing hundreds of lawsuits and criminal charges as a result of the spill.	しかし、流出の結果として何百もの訴訟と刑事告発に直面しているため、レポートは会社の災害に対する法的責任と共に目立つ位置に書かれた可能性が高い。	しかし流出の結果、この企業は多数の訴訟と刑事告発に直面していたため、そのレポートは災害に対する企業の法的責任が優位になるように書かれた可能性が高い。	しかし流出の結果、この企業は多数の訴訟と刑事告発に直面していたため、そのレポートは災害に対する企業の法的責任が優位になるように書かれた可能性が高い。
204805	7047	The executive summary is four and a half pages long and the first page is made up entirely of legal disclaimers saying if BP was found to be negligent in their operations of the rig, they could be fined a good deal more.	エグゼクティブ・サマリーは４ページ半の長さで、最初のページは完全に法的な免責事項で構成されており、ＢＰが装置の操作に怠慢であることが明らかになれば、彼らはより多くの罰金を科せられる可能性があると述べている。	エグゼクティブ・サマリーは４ページ半の長さで、最初のページは全体が法的免責事項で構成されており、そこには、装置の操作におけるＢＰ社の過失が明らかになれば、ＢＰ社にさらに多額の罰金が科される可能性があると記載されている。	エグゼクティブ・サマリーは４ページ半の長さで、最初のページは全体が法的免責事項で構成されており、そこには、装置の操作におけるＢＰ社の過失が明らかになれば、ＢＰ社にさらに多額の罰金が科される可能性があると記載されている。
204805	7048	Questions have also been raised as to why BP has chosen to release their report before authorities examine the blowout preventer.	当局が流出防止装置を調査する前になぜＢＰが報告書を公表することを選んだのかについても疑問が提起されている。	当局が防噴装置を調査する前にＢＰ社が報告書を公表することにしたのはなぜかについても疑問が提起されている。	当局が防噴装置を調査する前にＢＰ社が報告書を公表することにしたのはなぜかについても疑問が提起されている。
204805	7049	The energy editor of The Guardian, Terry Macalister, wrote that the &quot;catalogue of errors - both human and mechanical&quot; in the report &quot;demolish&quot; the oil industry&apos;s &quot;much quoted mantra&quot; of safety first.	ガーディアン紙のエネルギー・エディターであるテリー・マカリスターは、レポートの中の「人間と機械の両方の誤りのカタログ」が、石油産業の「非常に引用されたマントラ」の安全性を「破壊する」と書いた。	ガーディアン紙のエネルギー担当編集者、テリー・マカリスターは、報告書の中の「人間と機械の両方による一連のミス」によって、石油業界で「よく引用されるスローガン」の安全第一が「覆される」と書いた。	ガーディアン紙のエネルギー担当編集者、テリー・マカリスターは、報告書の中の「人間と機械の両方による一連のミス」によって、石油業界で「よく引用されるスローガン」の安全第一が「覆される」と書いた。
204805	7050	&quot;It may come first in the board room but it does not down at the wellhead where the real dangers are faced,&quot; he wrote.	「それは最初に船室に来るかもしれないが、本当の危険に直面している油井の先には降りない」と彼は書いた。	「それは重役会議室には最初に来るかもしれないが、本当の危険に直面している油井までは来ない」と彼は書いた。	「それは重役会議室には最初に来るかもしれないが、本当の危険に直面している油井までは来ない」と彼は書いた。
204805	7051	&quot;It is worth remembering that BP, its rig operator Transocean and the main well contractor Halliburton are the blue chip companies in the wider oil and gas sector.&quot;	「ＢＰ、その装置オペレーターであるトランスオーシャン、そして主要な油井請負業者であるハリバートンが、より広範囲の石油とガス部門の優良企業であることを覚えておく価値がある。」	「ＢＰ社、その装置を操作したトランスオーシャン社、そして主要な油井請負業者であるハリバートン社が、広範囲に及ぶ石油とガス部門の優良企業であることは思い出すべき価値がある。」	「ＢＰ社、その装置を操作したトランスオーシャン社、そして主要な油井請負業者であるハリバートン社が、広範囲に及ぶ石油とガス部門の優良企業であることは思い出すべき価値がある。」
204805	7052	&quot;If the shoddy work practices highlighted here are what the best-in-class do, then what is happening in the lower reaches of this industry?&quot;	「ここで強調されている厳しい仕事の習慣がクラス最高の仕事であるならば、この業界の下流では何が起こっているのか？」	「ここで強調されている厳しい仕事の習慣がクラス最高のものならば、この業界の下流ではどうなっているのか？」	「ここで強調されている厳しい仕事の習慣がクラス最高のものならば、この業界の下流ではどうなっているのか？」
204805	7053	Transocean described the report as a &quot;self-serving&quot; attempt to &quot;conceal the critical factor that set the stage for the Macondo incident: BP&apos;s fatally flawed well design.&quot;	トランスオーシャンは、レポートを「マコンド事件の舞台を作った重要な要因、ＢＰの致命的に欠陥のある油井設計を隠す」ための「自給自足の」試みだと説明した。	トランスオーシャン社は、そのレポートを「マコンド事件の基を作る重要な要因、つまりＢＰ社の致命的な欠陥のある油井設計を隠匿する」ための「都合のよい」試みだと説明した。	トランスオーシャン社は、そのレポートを「マコンド事件の基を作る重要な要因、つまりＢＰ社の致命的な欠陥のある油井設計を隠匿する」ための「都合のよい」試みだと説明した。
204805	7054	&quot;In both its design and construction, BP made a series of cost-saving decisions that increased risk - in some cases, severely.&quot;	「設計と建設の両方において、ＢＰはリスクを増加させる一連のコスト削減の決定をした−いくつかのケースでは、厳しい。」	「設計と建設の両方で、ＢＰ社はリスクを高める一連のコスト削減の決定を行い、一部には大幅に削減されたケースもあった。」	「設計と建設の両方で、ＢＰ社はリスクを高める一連のコスト削減の決定を行い、一部には大幅に削減されたケースもあった。」
204805	7055	In a statement, the company listed five issues they felt had contributed to the disaster that were no fault but BP&apos;s.	声明の中で、会社は、彼らが災害に貢献したと感じた５つの問題を挙げたが、それはＢＰのものではなかった。	声明の中で、会社は惨事の原因になったと感じた５つの問題を挙げたが、それらは全てＢＰ社の過失だった。	声明の中で、会社は惨事の原因になったと感じた５つの問題を挙げたが、それらは全てＢＰ社の過失だった。
204805	7056	&quot;Transocean&apos;s investigation is ongoing, and will be concluded when all of the evidence is in, including the critical information the company has requested of BP but has yet to receive.&quot;	「トランスオーシャンの調査は進行中で、会社がＢＰに対して要求したがまだ受け取っていない重要な情報を含め、すべての証拠があるときに結論が出る。」	「トランスオーシャン社の調査は進行中で、会社がＢＰ社に対して要求したがまだ受け取っていない重要な情報を含め、すべての証拠がそろったときに結論が出る。」	「トランスオーシャン社の調査は進行中で、会社がＢＰ社に対して要求したがまだ受け取っていない重要な情報を含め、すべての証拠がそろったときに結論が出る。」
204805	7057	Members of Congress, who are also carrying out a review into the disaster, also dismissed the report.	災害の再調査も行っている議会のメンバーも、その報告を却下した。	その災害の再調査も行っている会議のメンバーも、その報告書を却下した。	その災害の再調査も行っている会議のメンバーも、その報告書を却下した。
204805	7058	Ed Markey, the Massachusetts democrat who has been investigating the spill in Congress, said that he felt the report was simply a lengthy defense of the oil company&apos;s handling of the spill.	議会で流出を調査しているマサチューセッツ州の民主党議員エド・マーキーは、彼はその報告が流出に対する石油会社の対応を単に長く擁護しているだけだと感じていると言った。	議会で流出を調査しているマサチューセッツ州の民主党議員エド・マーキーは、彼はその報告書が流出に対する石油会社の対応を単に長々と擁護しているだけだと感じていると言った。	議会で流出を調査しているマサチューセッツ州の民主党議員エド・マーキーは、彼はその報告書が流出に対する石油会社の対応を単に長々と擁護しているだけだと感じていると言った。
204805	7059	&quot;BP is happy to slice up blame, as long as they get the smallest piece,&quot; he said.	「ＢＰは、彼らが最小の部品を手に入れるかぎり、非難をかわすのを喜んでいる」と彼は言った。	「ＢＰ社は、最小の詳細が手に入る限り、喜んで非難をかわす」と彼は述べた。	「ＢＰ社は、最小の詳細が手に入る限り、喜んで非難をかわす」と彼は述べた。
204805	7060	Bly acknowledged during a press conference in Washington that the report did not detail the charges raised against the company in Congress and that BP permitted a culture of recklessness to flourish.	ブリーはワシントンでの記者会見で、レポートが議会で会社に対して提起された告発について詳細に述べておらず、ＢＰが無謀な文化を繁栄させることを許したことを認めた。	ブライはワシントンでの記者会見で、議会でその会社に対して提起された告発の詳細がそのレポートに記載されておらず、ＢＰ社が無謀な文化がまん延するのを許したことを認めた。	ブライはワシントンでの記者会見で、議会でその会社に対して提起された告発の詳細がそのレポートに記載されておらず、ＢＰ社が無謀な文化がまん延するのを許したことを認めた。
204805	7061	He did, however, reject suggestions that cost-cutting had put lives at risk and the rig was a disaster waiting to happen.	しかし、彼はコスト削減が命を危険にさらし、装置が起こるのを待っている災難だったという提案を拒否した。	しかし、彼はコスト削減が命を危険にさらし、その装置がいつ大惨事を起こすかわからないという忠告を拒否した。	しかし、彼はコスト削減が命を危険にさらし、その装置がいつ大惨事を起こすかわからないという忠告を拒否した。
204805	7062	&quot;What we see instead is, where there were errors made they were based on poor decision-making process or using wrong information,&quot; he said.	「私たちが代わりに見るのは、彼らが不適切な意思決定プロセスに基づいて誤りがあったか、間違った情報を使ったところだ」と彼は言った。	「そうではなく、確認できるのは、彼らが不適切な意思決定プロセスに基づいていた、または誤った情報を使用したことだ。」と彼は話した。	「そうではなく、確認できるのは、彼らが不適切な意思決定プロセスに基づいていた、または誤った情報を使用したことだ。」と彼は話した。
204805	7063	The Guardian reported that &quot;the report is narrowly focused on the final days before the explosion rather than on earlier decisions about well design and safety procedures.&quot;	ガーディアンは「レポートは、油井の設計と安全手順に関する以前の決定よりむしろ、爆発の前の最後の日に限定的に焦点を当てている」と報告した。	ガーディアンは「報告書は、油井の設計と安全手順に関する以前の決定ではなく、爆発の前の最後の数日に限定的に焦点を当てている」と報じた。	ガーディアンは「報告書は、油井の設計と安全手順に関する以前の決定ではなく、爆発の前の最後の数日に限定的に焦点を当てている」と報じた。
204805	7064	&quot;No BP officials have been sacked for their role in the explosion, and Bly said there was no indication of any blame beyond the well-site managers.&quot;	「爆発での彼らの役割に関して告発されたＢＰ当局者はいないし、ブライは、きちんとした現場のマネージャー以外に何の責任もないと言った。」	「爆発時の職務に関して解雇されるＢＰ社職員はおらず、ブライは、油井の現場監督の域を超えた責任を示すものはないと言った。」	「爆発時の職務に関して解雇されるＢＰ社職員はおらず、ブライは、油井の現場監督の域を超えた責任を示すものはないと言った。」
